,doc_id,language,events
264,264,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': 'Identifikovano 11 osoba', 'locations': ['Čačku'], 'actors': ['Dačić'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Throwing ice at Ana Bekuta.'}]"
265,265,sr,[]
266,266,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': 'preliminarna istraga', 'locations': ['Bistrički punkt'], 'actors': ['otac', 'policija'], 'time_mentions': [], 'confidence': 0.9, 'notes': None}]"
267,267,sr,[]
268,268,sr,[]
269,269,sr,[]
270,270,sr,[]
271,271,sr,[]
272,272,sr,[]
273,273,sr,[]
274,274,sr,[]
275,275,sr,[]
276,276,sr,"[{'event_type': 'clash_police_action', 'trigger': 'intervenisala policija', 'locations': ['Prva niška gimnazija'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': None}]"
277,277,sr,[]
278,278,sr,[]
279,279,sr,[]
280,280,sr,[]
281,281,sr,[]
282,282,sr,[]
283,283,sr,[]
284,284,sr,[]
285,285,sr,[]
286,286,sr,[]
287,287,sr,[]
288,288,sr,[]
289,289,sr,[]
290,290,sr,"[{'event_type': 'arrest', 'trigger': 'Uhapšen', 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': None}]"
291,291,sr,"[{'event_type': 'protest', 'trigger': 'protestovali', 'locations': ['Čačku'], 'actors': ['Čačani'], 'time_mentions': [], 'confidence': 0.9, 'notes': ""Protest due to spending on Ana Bekuta's concert.""}]"
292,292,sr,[]
293,293,sr,[]
294,294,sr,[]
295,295,sr,[]
296,296,sr,[]
297,297,sr,[]
298,298,sr,[]
299,299,sr,"[{'event_type': 'protest', 'trigger': 'protestu', 'locations': [], 'actors': ['studenti'], 'time_mentions': ['subotu'], 'confidence': 0.9, 'notes': 'Students planning to announce ideas against corruption.'}]"
300,300,sr,[]
301,301,sr,[]
302,302,sr,[]
303,303,sr,[]
304,304,sr,[]
305,305,sr,[]
306,306,sr,"[{'event_type': 'institutional_blockade', 'trigger': None, 'locations': [], 'actors': ['Goran Kajfeš'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Goran Kajfeš released from custody after 5 months.'}]"
307,307,sr,"[{'event_type': 'traffic_blockade', 'trigger': 'blokiraju', 'locations': ['Kragujevac'], 'actors': ['SSP', 'gradska vlast', 'kamioni'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Trucks block the access to Zastava clinic.'}]"
308,308,sr,[]
309,309,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': 'krivičnu prijavu', 'locations': [], 'actors': ['policija'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Police file charges against a woman for damaging SPC Patriarchate.'}]"
310,310,sr,[]
311,311,sr,[]
312,312,sr,"[{'event_type': 'traffic_blockade', 'trigger': None, 'locations': ['Ulica antifašističke borbe'], 'actors': ['GSP'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'GSP line operation changes due to works.'}]"
313,313,sr,[]
314,314,sr,[]
315,315,sr,[]
316,316,sr,[]
317,317,sr,[]
318,318,sr,[]
319,319,sr,[]
320,320,sr,[]
321,321,sr,[]
322,322,sr,[]
323,323,sr,"[{'event_type': 'traffic_blockade', 'trigger': 'izmeštanje kamiona', 'locations': ['Kragujevac'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Removal of trucks blocking the clinic access.'}]"
324,324,sr,[]
325,325,sr,[]
326,326,sr,[]
327,327,sr,"[{'event_type': 'traffic_blockade', 'trigger': 'blokirali', 'locations': ['Niš, naselje Crvena zvezda'], 'actors': ['stanovnici'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Residents block the street due to power outage.'}]"
328,328,sr,[]
329,329,sr,[]
330,330,sr,[]
331,331,sr,[]
332,332,sr,[]
333,333,sr,[]
334,334,sr,[]
335,335,sr,[]
336,336,sr,[]
337,337,sr,[]
338,338,sr,[]
339,339,sr,[]
340,340,sr,[]
341,341,sr,[]
342,342,sr,[]
343,343,sr,"[{'event_type': 'clash_police_action', 'trigger': None, 'locations': ['Dečani'], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Three people wounded in a pub shooting, suspect arrested.'}]"
344,344,sr,"[{'event_type': 'protest', 'trigger': 'protest', 'locations': ['Čačak'], 'actors': [], 'time_mentions': ['večeras'], 'confidence': 0.8, 'notes': ""Protest due to a concert on Serbian New Year's Eve.""}]"
345,345,sr,[]
346,346,sr,[]
347,347,sr,[]
348,348,sr,[]
349,349,sr,[]
350,350,sr,[]
351,351,sr,[]
352,352,sr,[]
353,353,sr,[]
354,354,sr,[]
355,355,sr,[]
356,356,sr,[]
357,357,sr,"[{'event_type': 'traffic_blockade', 'trigger': 'blokiraju', 'locations': ['Kragujevac'], 'actors': ['kamioni'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Trucks block clinic access, endangering safety.'}]"
358,358,sr,[]
359,359,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': 'optužen', 'locations': ['Valjevo'], 'actors': ['predsednik Skupštine Valjeva'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Accused of influence peddling.'}]"
360,360,sr,[]
361,361,sr,[]
362,362,sr,[]
363,363,sr,[]
364,364,sr,[]
365,365,sr,[]
366,366,sr,[]
367,367,sr,[]
368,368,sr,"[{'event_type': 'injury_death', 'trigger': 'povređenima', 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': ""Traffic accident near 'Lasta', injuries include three children.""}]"
369,369,sr,[]
370,370,sr,[]
371,371,sr,[]
372,372,sr,[]
373,373,sr,[]
374,374,sr,"[{'event_type': 'protest', 'trigger': 'skup', 'locations': ['Beograd'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Support rally for Maduro attended by Cuban ambassador.'}]"
375,375,sr,[]
376,376,sr,[]
377,377,sr,[]
378,378,sr,[]
379,379,sr,[]
380,380,sr,[]
381,381,sr,"[{'event_type': 'institutional_blockade', 'trigger': 'blokadi', 'locations': [], 'actors': ['studenti'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Student group denies affiliation with a Facebook page in a blockade context.'}]"
382,382,sr,"[{'event_type': 'protest', 'trigger': 'protestu', 'locations': ['Novi Sad'], 'actors': ['studenti'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Students present electoral program ideas in Novi Sad.'}]"
383,383,sr,[]
384,384,sr,[]
385,385,sr,[]
386,386,sr,[]
387,387,sr,"[{'event_type': 'strike_boycott', 'trigger': 'bojkotu', 'locations': [], 'actors': ['deo đaka Jovine gimnazije'], 'time_mentions': [], 'confidence': 0.9, 'notes': ""Students boycott due to director's demands.""}]"
388,388,sr,[]
389,389,sr,[]
390,390,sr,[]
391,391,sr,[]
392,392,sr,[]
393,393,sr,[]
394,394,sr,[]
395,395,sr,[]
396,396,sr,[]
397,397,sr,[]
398,398,sr,[]
399,399,sr,[]
400,400,sr,[]
401,401,sr,[]
402,402,sr,[]
403,403,sr,"[{'event_type': 'arrest', 'trigger': 'uhapšen', 'locations': ['Surčinu'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': None}]"
404,404,sr,"[{'event_type': 'strike_boycott', 'trigger': 'bojkot', 'locations': [], 'actors': ['Maturanti Jovine gimnazije'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Related to students skipping classes.'}]"
405,405,sr,[]
406,406,sr,"[{'event_type': 'arrest', 'trigger': 'uhapšena', 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Related to fraud against elderly woman.'}]"
407,407,sr,[]
408,408,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': 'istražuje', 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Involves investigation into sexual deepfakes.'}]"
409,409,sr,[]
410,410,sr,[]
411,411,sr,[]
412,412,sr,[]
413,413,sr,[]
414,414,sr,[]
415,415,sr,[]
416,416,sr,[]
417,417,sr,[]
418,418,sr,[]
419,419,sr,[]
420,420,sr,[]
421,421,sr,"[{'event_type': 'arrest', 'trigger': 'uhapšen', 'locations': ['Novi Sad'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': None}]"
422,422,sr,[]
423,423,sr,[]
424,424,sr,[]
425,425,sr,[]
426,426,sr,[]
427,427,sr,[]
428,428,sr,[]
429,429,sr,[]
430,430,sr,[]
431,431,sr,[]
432,432,sr,[]
433,433,sr,[]
434,434,sr,"[{'event_type': 'traffic_blockade', 'trigger': 'blokiran', 'locations': ['Dorćolu'], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Involves tram traffic.'}]"
435,435,sr,[]
436,436,sr,[]
437,437,sr,[]
438,438,sr,[]
439,439,sr,[]
440,440,sr,[]
441,441,sr,[]
442,442,sr,[]
443,443,sr,[]
444,444,sr,[]
445,445,sr,[]
446,446,sr,"[{'event_type': 'strike_boycott', 'trigger': 'bojkotuju', 'locations': [], 'actors': ['Maturanti Jovine gimnazije'], 'time_mentions': ['od ponedeljka'], 'confidence': 0.8, 'notes': None}]"
447,447,sr,[]
448,448,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': 'pronašla', 'locations': [], 'actors': ['Novosadska policija'], 'time_mentions': [], 'confidence': 0.9, 'notes': None}]"
449,449,sr,[]
450,450,sr,[]
451,451,sr,[]
452,452,sr,[]
453,453,sr,[]
454,454,sr,[]
455,455,sr,"[{'event_type': 'injury_death', 'trigger': 'preminuo', 'locations': ['Zvezdari'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Related to an injury case.'}]"
456,456,sr,[]
457,457,sr,[]
458,458,sr,[]
459,459,sr,[]
460,460,sr,[]
461,461,sr,[]
462,462,sr,[]
463,463,sr,[]
464,464,sr,[]
465,465,sr,[]
466,466,sr,"[{'event_type': 'arrest', 'trigger': 'uhapšena', 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Related to drug trafficking.'}]"
467,467,sr,[]
468,468,sr,[]
469,469,sr,[]
470,470,sr,[]
471,471,sr,[]
472,472,sr,[]
473,473,sr,[]
474,474,sr,[]
475,475,sr,[]
476,476,sr,[]
477,477,sr,[]
478,478,sr,[]
479,479,sr,[]
480,480,sr,[]
481,481,sr,"[{'event_type': 'traffic_blockade', 'trigger': 'obustavljen', 'locations': ['putu Donji Milanovac-Majdanpek'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': None}]"
482,482,sr,[]
483,483,sr,[]
484,484,sr,[]
485,485,sr,[]
486,486,sr,[]
487,487,sr,[]
488,488,sr,[]
489,489,sr,[]
490,490,sr,[]
491,491,sr,[]
492,492,sr,[]
493,493,sr,[]
494,494,sr,[]
495,495,sr,[]
496,496,sr,[]
497,497,sr,[]
498,498,sr,[]
499,499,sr,[]
500,500,und,"[{'event_type': 'institutional_blockade', 'trigger': 'Direktor optužuje vlast', 'locations': [], 'actors': ['Roditelji đaka Jovine gimnazije', 'Direktor'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Accusation of corruption.'}]"
501,501,und,"[{'event_type': 'government_response_policy', 'trigger': 'Vučić prekršio Ustav', 'locations': [], 'actors': ['Vučić'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Constitutional breach accusation.'}]"
502,502,und,"[{'event_type': 'investigation_charges_trial', 'trigger': 'Kriminalne grupe povezane', 'locations': ['Zapadni Balkan', 'Venecuela'], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Cocaine smuggling connection.'}]"
503,503,und,[]
504,504,und,"[{'event_type': 'traffic_blockade', 'trigger': 'automobili se otežano kreću', 'locations': ['Prijepolje'], 'actors': [], 'time_mentions': [], 'confidence': 0.7, 'notes': 'Snow affecting traffic.'}]"
505,505,und,"[{'event_type': 'traffic_blockade', 'trigger': 'Klizišta na auto-putu', 'locations': ['Kosovo'], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Landslides affecting roads.'}]"
506,506,und,"[{'event_type': 'traffic_blockade', 'trigger': 'Sneg ponovo paralisao Beograd', 'locations': ['Beograd'], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Snow causing paralysis.'}]"
507,507,und,"[{'event_type': 'government_response_policy', 'trigger': 'Putevi Srbije upozorili', 'locations': [], 'actors': ['Putevi Srbije'], 'time_mentions': [], 'confidence': 0.7, 'notes': 'Warning due to snow and fog.'}]"
508,508,und,"[{'event_type': 'government_response_policy', 'trigger': 'građani upozoravaju na veliko zagađenje', 'locations': ['Vrbas'], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Air pollution warning.'}]"
509,509,und,"[{'event_type': 'arrest', 'trigger': 'Uhapšen', 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Arrest for domestic violence.'}]"
510,510,und,"[{'event_type': 'arrest', 'trigger': 'Uhapšen maloletnik', 'locations': ['Bečej'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Minor arrested for threats.'}]"
511,511,und,[]
512,512,und,"[{'event_type': 'institutional_blockade', 'trigger': 'Vlasti da povuku priznanje', 'locations': [], 'actors': ['SSP Knić'], 'time_mentions': [], 'confidence': 0.7, 'notes': 'Withdrawal of recognition request.'}]"
513,513,und,"[{'event_type': 'other', 'trigger': 'krenuli u akciju čišćenja snega', 'locations': ['Valjevo'], 'actors': [], 'time_mentions': [], 'confidence': 0.6, 'notes': 'Community action for snow.'}]"
514,514,und,"[{'event_type': 'institutional_blockade', 'trigger': 'bez grejanja zbog kvara u toplani', 'locations': ['Majdanpek'], 'actors': [], 'time_mentions': [], 'confidence': 0.7, 'notes': 'Heating issues due to plant failure.'}]"
515,515,und,"[{'event_type': 'institutional_blockade', 'trigger': 'netačnih tvrdnji postala meta optužbi', 'locations': [], 'actors': ['Supruga premijera Macuta'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'False claims and accusations.'}]"
516,516,und,"[{'event_type': 'government_response_policy', 'trigger': 'RHMZ objavio upozorenje', 'locations': [], 'actors': ['RHMZ'], 'time_mentions': [], 'confidence': 0.7, 'notes': 'Weather warning for snow.'}]"
517,517,und,"[{'event_type': 'protest', 'trigger': 'Građani Malog Zvornika dali vlasti rok', 'locations': ['Mali Zvornik'], 'actors': ['Građani Malog Zvornika'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Deadline for demands fulfillment.'}]"
518,518,und,"[{'event_type': 'institutional_blockade', 'trigger': 'kriminalci i dalje štite Vučića', 'locations': [], 'actors': ['Bošković'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Accusations of protection.'}]"
519,519,und,[]
520,520,und,"[{'event_type': 'government_response_policy', 'trigger': 'Macut naložio', 'locations': [], 'actors': ['Macut'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Governmental assistance directive.'}]"
521,521,und,"[{'event_type': 'government_response_policy', 'trigger': 'novac daju za koncerte', 'locations': ['Loznica'], 'actors': ['Petković'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Misallocation of funds blamed for collapse.'}]"
522,522,und,"[{'event_type': 'commemoration', 'trigger': 'Dan žalosti u Ljigu', 'locations': ['Ljig'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Day of mourning for fire victim.'}]"
523,523,und,"[{'event_type': 'institutional_blockade', 'trigger': 'sedam sela bilo zavejano', 'locations': ['Sjenica'], 'actors': ['Zamenik predsednika Opštine Sjenica'], 'time_mentions': [], 'confidence': 0.7, 'notes': 'Snow affecting village access.'}]"
524,524,und,"[{'event_type': 'counter_protest', 'trigger': 'Vlast se valja u blatu', 'locations': [], 'actors': ['Lazović'], 'time_mentions': [], 'confidence': 0.7, 'notes': 'Criticism of government celebration.'}]"
525,525,und,"[{'event_type': 'institutional_blockade', 'trigger': 'Vanredna situacija proglašena', 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Emergency situation declared.'}]"
526,526,und,"[{'event_type': 'traffic_blockade', 'trigger': 'bljuzgavica, led', 'locations': [], 'actors': ['AMSS'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Road conditions warning.'}]"
527,527,und,[]
528,528,und,"[{'event_type': 'institutional_blockade', 'trigger': 'Studentski pokret nije politički', 'locations': [], 'actors': ['Profesorka Učiteljskog fakulteta'], 'time_mentions': [], 'confidence': 0.7, 'notes': 'Student movement clarification.'}]"
529,529,und,"[{'event_type': 'institutional_blockade', 'trigger': 'već tri meseca bez struje i vode', 'locations': ['kod Novog Sada'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Extended utility outage.'}]"
530,530,und,[]
531,531,und,[]
532,532,und,[]
533,533,und,"[{'event_type': 'government_response_policy', 'trigger': 'Vučić je rekao', 'locations': [], 'actors': ['Vučić'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Promise to prevent future occurrences.'}]"
534,534,und,"[{'event_type': 'investigation_charges_trial', 'trigger': 'pritvor osumnjičenom za ubistvo', 'locations': ['Novi Sad'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Detention for murder suspect.'}]"
535,535,und,"[{'event_type': 'commemoration', 'trigger': 'obeležili godišnjicu blokade', 'locations': [], 'actors': ['Studenti', 'građani'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Anniversary of university blockade.'}]"
536,536,und,[]
537,537,und,[]
538,538,und,[]
539,539,und,"[{'event_type': 'injury_death', 'trigger': 'Požar u Majdanpeku', 'locations': ['Majdanpek'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Fire incident with smoke inhalation injuries.'}]"
540,540,und,"[{'event_type': 'protest', 'trigger': 'Protest u Valjevu', 'locations': ['Valjevo'], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Protest against power outage.'}]"
541,541,und,[]
542,542,und,[]
543,543,und,[]
544,544,und,[]
545,545,und,"[{'event_type': 'institutional_blockade', 'trigger': 'prijavio suprugu', 'locations': [], 'actors': ['Ninić'], 'time_mentions': [], 'confidence': 0.7, 'notes': 'Allegation of domestic abuse.'}]"
546,546,und,"[{'event_type': 'institutional_blockade', 'trigger': 'ponovo bez struje', 'locations': ['okolini Mionice'], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Repeated power outage.'}]"
547,547,und,"[{'event_type': 'traffic_blockade', 'trigger': 'problemi zbog snega', 'locations': ['Beograd'], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Public transport affected by snow.'}]"
548,548,und,"[{'event_type': 'government_response_policy', 'trigger': 'Spaseni majka i sin', 'locations': ['Fruška gora'], 'actors': ['MUP'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Rescue operation by police.'}]"
549,549,und,"[{'event_type': 'government_response_policy', 'trigger': 'stigla struja i voda', 'locations': ['Vladimirovci'], 'actors': [], 'time_mentions': [], 'confidence': 0.7, 'notes': 'Restoration of utilities.'}]"
550,550,und,[]
551,551,und,[]
552,552,und,[]
553,553,und,"[{'event_type': 'government_response_policy', 'trigger': 'EDS: Majdanpek će dobiti električnu energiju', 'locations': ['Majdanpek'], 'actors': ['EDS'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Restoration directive from electrical service.'}]"
