,label,confidence,rationale
150,related,0.74,"Naslov govori o navodima zaposlene u javnom komunalnom preduzeću u Bajinoj Bašti da je traženo da lažno svedoči zbog lokalnih izbora, što je tema političkog pritiska i izbornog integriteta."
151,related,0.74,"Naslov govori o postupanju Ustavnog suda (neprimena zakonskih odredbi i zakazivanje javne rasprave o žalbama), što je tipično povezano sa temama pravosuđa, ustavnosti i izbornog/žalbenog postupka; bez dodatnog konteksta ne može se preciznije odrediti domen, ali je jasno da je u okviru pravno-političkih vesti."
152,related,0.74,"Naslov govori o odluci Ustavnog suda i osporenim rezultatima izbora članova Visokog saveta tužilaštva, što je tema iz oblasti pravosuđa i institucija (sud/tužilaštvo) i tipično spada u političko-pravne vesti."
153,related,0.74,"Naslov govori o saobraćaju i vremenskim uslovima (čekanja kamiona na granici, stanje snega na drumovima), što je tipično za vest iz oblasti saobraćaja/putnih uslova."
154,related,0.62,Naslov je politička izjava/optužba u kontekstu Srbije i odnosa vlasti prema EU; deluje kao vest/komentar o domaćoj politici i evropskim institucijama.
155,related,0.74,"Tekst je naslov/izjava o skupštinskoj raspravi o izmenama zakona i stavu vlasti prema pravosuđu, uz politički okvir (NVO, strani centri moći). To je tipično za političko-pravne vesti i deluje kao relevantna tema u tom domenu."
156,related,0.74,"Naslov govori o Trampovom pritisku i malo verovatnoj vojnoj invaziji SAD na Grenland, što je u skladu sa temom američke politike prema Grenlandu i Trampovih izjava/strategije maksimalnog pritiska."
157,related,0.74,"Naslov govori o navodnoj pucnjavi na srpsku policiju blizu Kuršumlije i reakciji Kosova; tema je bezbednosni incident u regionu Kosovo–Srbija, što je međusobno povezano."
158,related,0.62,"Tekst je na srpskom i liči na naslov vesti o odbijenom prigovoru i gubitku posla na Filozofskom fakultetu; bez dodatnog konteksta nije jasno na šta tačno treba da se poveže, ali deluje kao tema iz oblasti obrazovanja/akademske politike."
159,related,0.86,"Naslov govori o očekivanom porastu gripa i prisutnosti respiratornih infekcija nakon školskog raspusta, što je tipično povezano sa sezonskim širenjem respiratornih virusa."
160,related,0.62,"Naslov se odnosi na prijave zbog incidenta gađanja (Bekute) i pravnu kvalifikaciju predmeta (ruža kao potencijalno 'oružje'), što je u okviru teme incidenta i pravnih posledica, ali bez dodatnog konteksta nije potpuno jasno na šta se tačno odnosi."
161,related,0.74,"Naslov govori o izmenama pravosudnih zakona i političkoj lojalnosti (Stefanović, Milošević), što je tipično za domaće političko-pravosudne teme i uklapa se u kontekst vesti o reformama pravosuđa i uticaju vlasti."
162,related,0.74,"Naslov govori o kulturnoj baštini i konzervatorskoj zaštiti (Žiča, Lazarev grad), što je u domenu istorije/arheologije i zaštite spomenika."
163,related,0.78,"Tekst govori o pretnjama medijima zbog negativnog izveštavanja o predsedniku, što spada u teme pritisaka na medije, slobode medija i političkog uticaja na javno informisanje."
164,related,0.62,"Tekst je na srpskom i deluje kao naslov vesti/intervjua o Jociću i United grupi; bez dodatnog konteksta nije jasno na šta tačno treba da se odnosi, ali je verovatno relevantno za temu medija/poslovnih ponuda."
165,related,0.62,"Naslov se odnosi na aktuelni događaj/bezbednosno upozorenje (poziv građanima da napuste Iran), što je tipično za vesti o međunarodnim odnosima i bezbednosti."
166,related,0.62,"Naslov govori o Kliničkom centru i sudskom roku za vraćanje doktora na posao; deluje kao vest iz Srbije/regiona i uklapa se u tipične političko-društvene teme, ali bez dodatnog konteksta nije moguće preciznije povezivanje."
167,related,0.74,"Poruka je na srpskom i govori o pristizanju nalaza i mišljenja veštaka u vezi rekonstrukcije ubistva Danke Ilić, što je tipično za naslov/vest o aktuelnom događaju."
168,related,0.62,"Naslov se odnosi na Visoki savet sudstva i proceduru traženja mišljenja o predloženim izmenama, što je tipično za temu pravosuđa i institucionalnih izmena; bez dodatnog konteksta nije moguće preciznije povezivanje."
169,related,0.74,"Naslov se odnosi na političko/stranačko odlučivanje i moguće posledice po studijske programe, što je tipično za vesti o obrazovanju i javnim institucijama."
170,related,0.62,"Naslov govori o optužnici VJT protiv vozača autobusa u Beogradu zbog smrti devojčice; deluje kao vest iz oblasti pravosuđa/crne hronike i saobraćajne nesreće, što je tipično povezano sa aktuelnim događajima."
171,related,0.74,"Naslov govori o kandidatu UG (United Group) za direktora United Media, što je tema vezana za United Media/United Group i upravljanje kompanijom."
172,related,0.74,"Naslov se odnosi na slučaj Jelene Kleut i posledice po Univerzitet, što je u domenu univerzitetskih/akademskih pitanja i javnih izjava o njima."
173,related,0.74,"Naslov govori o CEPRIS-u i drugim organizacijama koje su se obratile UN-u povodom izmena pravosudnih zakona, što je tipično tema iz oblasti politike/pravosuđa i međunarodnih odnosa; bez dodatnog konteksta ne može se preciznije povezati sa konkretnom kategorijom, ali deluje jasno povezano sa javnim i pravnim pitanjima."
174,related,0.74,"The headline is in Serbian and concerns Serbian politics and intelligence agencies (CIA, Mossad) allegedly being turned against Serbia by Aleksandar Vučić, which fits a geopolitical/political news topic."
175,related,0.74,"Naslov govori o sindikatu i protestu zaposlenih u Apotekama Beograd ispred Ministarstva zdravlja, što spada u teme zdravstva i javnog sektora."
176,related,0.74,"Naslov govori o izjavi Janjića o predloženim pravosudnim zakonima, što je tipično političko/pravosudno-tematsko izvještavanje i djeluje kao vijest ili komentar o zakonodavnim promjenama."
177,related,0.78,"Pitanje se odnosi na to da li su kriterijumi/uslovi za dodelu nacionalnih penzija politički motivisani, što je tipično tema javne politike i političkog uticaja na socijalna davanja i prestižna priznanja."
178,related,0.62,"Tekst je na B/H/S jeziku i izgleda kao naslov vijesti o krivičnoj prijavi i tužilaštvu; bez dodatnog konteksta nije jasno na šta se tačno odnosi, ali je vjerovatno u domenu politike/pravosuđa."
179,related,0.74,"Tekst opisuje skup podrške i odluku o izboru Jelene Kleut u zvanje redovne profesorke, što je tipično za vest/objavu o akademskom izboru i javnoj podršci."
180,related,0.74,"Naslov govori o isplati sredstava Srbiji iz Plana rasta EU i umanjenju zbog kašnjenja reformi, što je tipično za teme EU integracija/finansijska podrška i uslovljavanje reformama."
181,related,0.62,Naslov govori o United Grupi i BC Partnersu i njihovom ćutanju o angažovanju britanske obaveštajno-bezbednosne firme; tema je poslovno/medijsko-politička i vezana za korporativne aktivnosti i bezbednosne usluge.
182,related,0.62,"Tekst je na srpskom i govori o lokalnoj politici/javnoj potrošnji (honorar za koncert u Čačku) uz komentar zamenika gradonačelnika; deluje kao vest/politička izjava, ali bez dodatnog konteksta tema može biti šira (estrada vs. politika)."
183,related,0.74,"Naslov govori o delegaciji Evropskog parlamenta i kritici autokratske vlasti, što je u domenu evropske politike i institucija EU."
184,related,0.74,"Naslov govori o Maršu sećanja na Albansku golgotu (istorijski događaj iz Prvog svetskog rata), što spada u teme istorije/komemoracije i društvenih događaja."
185,uncertain,0.46,"Tvrdnja je specifična (imena i navodni ustup stana radi kućnog pritvora), ali bez dodatnog konteksta/izvora ne mogu pouzdano potvrditi niti opovrgnuti njenu tačnost."
186,related,0.62,"Naslov je na srpskom i govori o stanju kolovoza u Beogradu nakon otapanja snega (rupe na asfaltu), što je tipična lokalna vest/saobraćajna tema. Bez dodatnog konteksta nije jasno na šta tačno treba da se poveže, ali deluje kao relevantna vest o infrastrukturi."
187,related,0.74,"Rečenica je naslov/izjava o minusu u državnoj kasi i načinu vođenja javnih finansija, što je tipično povezano s temama budžeta, deficita i fiskalne politike."
188,uncertain,0.62,"Naslov govori o sednici Skupštine i izglasavanju pravosudnih zakona, ali bez dodatnog konteksta nije jasno na šta se tačno odnosi niti s čim bi trebalo da bude povezano."
189,uncertain,0.46,"Izjava je proverljiva činjenica (broj potpisnika), ali bez izvora, datuma i konteksta ne mogu pouzdano utvrditi tačnost."
190,related,0.62,Naslov opisuje saobraćajnu nesreću sa smrtnim ishodom; bez dodatnog konteksta pretpostavljam da je povezan sa temom vesti o incidentima/saobraćaju.
191,related,0.74,"Naslov govori o bezbednosti Srbije i političkim izjavama (Vučić, CIA/Mosad, Iran), što spada u domen politike i nacionalne bezbednosti."
192,related,0.74,"Naslov govori o vanrednoj situaciji u opštinama i posledici po škole (uvođenje onlajn nastave), što je tipično povezano sa aktuelnim događajima/merama u obrazovanju i javnoj bezbednosti."
193,uncertain,0.62,"Naslov implicira političku/bezbednosnu temu (vojska i policija, 'superlojalisti'), ali bez dodatnog konteksta nije jasno na šta tačno treba da se odnosi (npr. klasifikacija, provera činjenica, sažetak ili povezivanje sa nekom drugom temom)."
194,related,0.74,"Naslov govori o infrastrukturnom problemu (velike pukotine na nadvožnjaku kod Prokopa), što je tipično za temu javne infrastrukture i bezbednosti saobraćaja."
195,related,0.78,"Tekst je naslov vesti na srpskom o saobraćajnoj nezgodi (lančani udes) na Pupinovom mostu, sa povređenom osobom i obustavom saobraćaja ka Borči; deluje kao relevantna informacija o aktuelnom događaju/saobraćaju."
196,related,0.62,"Naslov govori o navodnoj upotrebi „zvučnih topova“ (akustičnog oružja) i špijunima, što spada u temu bezbednosti/obaveštajnih aktivnosti i potencijalnog oružja; međutim, tvrdnja deluje senzacionalistički i bez dodatnog konteksta nije moguće potvrditi tačnost."
197,related,0.74,Naslov implicira vest o privođenju arhitekte nakon skupa u Valjevu zbog poruke na saobraćajnom znaku; tema je društveno-politički događaj/incident vezan za skup i reakciju vlasti.
198,related,0.62,Tekst je naslov na srpskom o saobraćajnoj nesreći kod Beograda sa smrtnim ishodom i sudarom četiri automobila; bez dodatnog konteksta pretpostavljam da je relevantan kao vest/saobraćajna tema.
199,related,0.74,"Naslov govori o funkcionisanju sistema eBolovanje i navodi broj odobrenih zahteva od 1. januara, što je koherentna tema (digitalizacija bolovanja/statistika zahteva)."
200,related,0.62,"Naslov je na srpskom i deluje kao vest o krivičnim prijavama zbog incidenta (gađanje Ane Bekute ledenicama u Čačku), što je tipično za rubriku hronika/kriminal."
201,related,0.74,"Rečenica je vremenska prognoza/izveštaj o vremenu u Srbiji (suvo, do 13°C), što je tipično povezano sa temama o vremenu i meteorologiji."
202,related,0.74,"Naslov se odnosi na političke izbore u Kuli, opozicione grupe i listu uz podršku studenata, što je tipično za vest/politički kontekst i deluje kao relevantna tema."
203,related,0.74,"Naslov govori o stavu EU prema dijalogu i kritici političkog vrha Srbije, što je tipično povezano s temama EU–Srbija odnosa i regionalne politike."
204,uncertain,0.62,"Upit je nedovršen: 'Na današnji dan, 15. januar' ne navodi šta tačno tražite (događaje, rođendane, praznike, istorijske činjenice) niti kontekst."
205,related,0.74,"Rečenica je naslov/vest o pozivu na skup podrške profesorki Jeleni Kleut; deluje kao aktuelna društveno-politička/akademska tema, a ne kao nepovezana ili besmislena izjava."
206,related,0.62,"Rečenica je naslov/vest o privremenoj obustavi grejanja u Valjevu zbog kvara u gradskoj toplani, što spada u lokalne komunalne/energetske informacije."
207,related,0.74,"Naslov govori o urušavanju samostalnosti tužilaštva kroz nove mehanizme, što je tipično tema pravosuđa, vladavine prava i institucionalne nezavisnosti."
208,related,0.74,Rečenica je naslov/izjava o navodnoj pretnji ubistvom novinaru i negiranju te pretnje od strane vlasnika plaća; to je koherentna vest o konkretnom događaju i akterima.
209,related,0.62,"Naslov je na srpskom i govori o događaju u Čačku (koncert Ane Bekute plaćen 4,5 miliona dinara) i reakciji građana, što deluje kao lokalno-politička/vest o javnoj potrošnji i protestu; bez dodatnog konteksta nije moguće preciznije odrediti širu temu."
210,related,0.74,"Naslov govori o nadzoru MMF-a nad budžetom Beograda i političkim implikacijama za gradsku vlast, što je tipično za političko-ekonomske vesti o javnim finansijama i upravljanju."
211,related,0.74,"Tekst je naslov na srpskom o navodnoj policijskoj brutalnosti i batinašima u Valjevu; deluje kao vest/političko-društvena tema, bez dodatnog konteksta o čemu treba da bude povezano, ali je koherentno i jasno kao naslov."
212,related,0.74,"Naslov ukazuje na raspravu poslanika u Skupštini o setu pravosudnih zakona, što je tema iz oblasti politike i zakonodavstva."
213,related,0.62,"Naslov je na srpskom i deluje kao političko-društvena vest (lokalni aktivizam, gradski funkcioneri, SNS). Bez dodatnog konteksta nije jasno na šta tačno treba da bude 'related', pa je procena umerena."
214,related,0.74,"Naslov se odnosi na presudu Evropskog suda za ljudska prava protiv Srbije u predmetu koji uključuje Vesnu Pešić, što je tipično za vesti o ljudskim pravima i pravosuđu."
215,related,0.74,"Naslov govori o zabrani vlasti da zdravstvene ustanove daju informacije novinarima N1, što se odnosi na medijske slobode i pristup informacijama u javnom sektoru."
216,related,0.74,"Naslov govori o predlozima izmena pravosudnih zakona i kritici vlasti, što je tipično za političko-pravosudnu temu i javnu debatu o zakonodavstvu."
